"uri.URI","type.Type","name.Nom","geometry.geometry","rdfs.comment.Description","vocabulary.hasCreationDate.Date.de.création","vocabulary.hasDestructionDate.Date.de.destruction","vocabulary.hasFactorLevel.Modalité.de.facteur","vocabulary.hasGermplasm.Matériel.génétique","vocabulary.isHosted.Est.accueillie","vocabulary.isPartOf.Est.une.partie.de","NA.NA","NA.NA.1","NA.NA.2"
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/244","vocabulary:SubPlot",244,"LINESTRING (0.4177243 44.3320293, 0.4178113 44.332083)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 3
Arbre : 16-13 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 3
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/245","vocabulary:SubPlot",245,"LINESTRING (0.4178403 44.3321009, 0.4179273 44.3321545)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 3
Arbre : 20-17 Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 3
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/246","vocabulary:SubPlot",246,"LINESTRING (0.4179563 44.3321724, 0.4180433 44.332226)","Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 3
Arbre : 24-21 Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 3
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/247","vocabulary:SubPlot",247,"LINESTRING (0.4174256 44.3317741, 0.4175125 44.3318277)","Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 4-1 Variété : 2733
Porte-Greffe : myro
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/248","vocabulary:SubPlot",248,"LINESTRING (0.4175415 44.3318456, 0.4176285 44.3318992)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 8-5 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/249","vocabulary:SubPlot",249,"LINESTRING (0.4176575 44.3319171, 0.4177445 44.3319707)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 12-9 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/25","vocabulary:SubPlot",25,"LINESTRING (0.4156627 44.3320355, 0.4157486 44.3320887)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/250","vocabulary:SubPlot",250,"LINESTRING (0.4177735 44.3319886, 0.4178605 44.3320422)","Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 16-13 Variété : Spu
Porte-Greffe : myro
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/251","vocabulary:SubPlot",251,"LINESTRING (0.4178895 44.3320601, 0.4179765 44.3321137)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 20-17 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/252","vocabulary:SubPlot",252,"LINESTRING (0.4180055 44.3321316, 0.4180925 44.3321852)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 24-21 Variété : Spu
Porte-Greffe : Ish
Fertilisation : organique
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 3
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/26","vocabulary:SubPlot",26,"LINESTRING (0.4157773 44.3321064, 0.4158632 44.3321596)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/27","vocabulary:SubPlot",27,"LINESTRING (0.4158918 44.3321774, 0.4159778 44.3322306)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/28","vocabulary:SubPlot",28,"LINESTRING (0.4160064 44.3322483, 0.4160923 44.3323015)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/29","vocabulary:SubPlot",29,"LINESTRING (0.416121 44.3323193, 0.4162069 44.3323725)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 20-17 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/3","vocabulary:SubPlot",3,"LINESTRING (0.4156953 44.3323406, 0.4157812 44.3323938)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/30","vocabulary:SubPlot",30,"LINESTRING (0.4162356 44.3323902, 0.4163215 44.3324434)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 24-21 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/31","vocabulary:SubPlot",31,"LINESTRING (0.4157118 44.3319947, 0.4157977 44.3320479)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.sec","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/32","vocabulary:SubPlot",32,"LINESTRING (0.4158264 44.3320656, 0.4159123 44.3321188)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/33","vocabulary:SubPlot",33,"LINESTRING (0.415941 44.3321365, 0.4160269 44.3321898)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707 http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/34","vocabulary:SubPlot",34,"LINESTRING (0.4160556 44.3322075, 0.4161415 44.3322607)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/35","vocabulary:SubPlot",35,"LINESTRING (0.4161701 44.3322784, 0.4162561 44.3323316)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 20-17 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/36","vocabulary:SubPlot",36,"LINESTRING (0.4162847 44.3323494, 0.4163706 44.3324026)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 24-21 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : enh
Ferti_irrigation : non
Répétition : 1
Arbre : 24-21",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-microjet","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/37","vocabulary:SubPlot",37,"LINESTRING (0.4157609 44.3319538, 0.4158469 44.3320071)","Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 4-1 Variété : Spu
Porte-Greffe : Ish
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 4-1",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.ishtara http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/38","vocabulary:SubPlot",38,"LINESTRING (0.4158755 44.3320248, 0.4159615 44.332078)","Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 8-5 Variété : Spu
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 8-5",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/39","vocabulary:SubPlot",39,"LINESTRING (0.4159901 44.3320957, 0.416076 44.3321489)","Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 12-9 Variété : Spu
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 12-9",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#variety.ferco",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/4","vocabulary:SubPlot",4,"LINESTRING (0.4158099 44.3324116, 0.4158958 44.3324648)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : sec
Enherbement : des
Ferti_irrigation : non
Répétition : 1
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/40","vocabulary:SubPlot",40,"LINESTRING (0.4161047 44.3321667, 0.4161906 44.3322199)","Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 16-13 Variété : 2733
Porte-Greffe : jaspi
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 16-13",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.enherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.ferti-irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.jaspi http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
"inra-sixtine:qualite-du-fruit-bas-intrant/so-parcelle-e-minerale/41","vocabulary:SubPlot",41,"LINESTRING (0.4162193 44.3322376, 0.4163052 44.3322908)","Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 20-17 Variété : 2733
Porte-Greffe : myro
Fertilisation : minerale
Irrigation : ent
Enherbement : des
Ferti_irrigation : oui
Répétition : 1
Arbre : 20-17",NA,NA,"sixtine:set/factors#qualite-du-fruit-2017.enherbement.desherbe sixtine:set/factors#qualite-du-fruit-2017.irrigation.irrigue-enterre","http://sixtine.mistea.inrae.fr/set/germplasms#rootstocklot.myrobolan http://sixtine.mistea.inrae.fr/set/germplasms#scionlot.prune-dente-707",NA,NA,NA,NA,NA
